818:984,5480,463,8860,2642,7711,760,2318,7994,1528
823:2028,1744,71891,36244,4696,441,44934,63363,46153,57607
825:654,1102,616,29,58,70,8,301,650,1119
833:302,58,8,84,1102,354,138,301,564,861
835:302,84,654,58,616,101,518,1102,138,70
838:8066,6344,45281,84808,113566,28371,59120,17077,9412,46541
844:58,29,354,8,736,76,301,518,70,6
850:866,17,354,254,9482,9890,302,13468,654,76
856:138,6,301,162,239,394,70,486,190,568
857:302,84,1102,650,354,138,8,289,301,6
874:302,84,58,29,301,736,1102,518,1119,76
891:361,17,302,354,654,29,84,76,254,1102
899:17,827,1410,616,119,8,327,873,84,654
900:2447,5598,8209,3829,16155,4126,24211,37386,14964,6289
911:43400,16701,7981,20836,4586,20416,87631,21835,24467,4427
918:17,654,302,736,84,58,616,361,70,8
925:13901,17,93298,84,48437,654,302,564,370,1102
926:302,58,84,354,1102,650,736,322,6,8
937:302,654,875,518,616,58,29,354,736,1119
949:1790
964:2403,3207,970,9490,33639,10046,5108,20167,8871,32558
970:14636,50946,2656,9093,83571,60987,75359,5010,3535,4300
977:17,29,650,518,736,354,285,301,394,554
981:4513,18783,3618,1002,1340,4856,4696,8928,1760,13881
982:2162,875,1119,17,6450,84,2935,4420,354,70
984:17,654,84,29,58,616,8,650,14521,354
992:3423,3137,441,780,2967,1884,1888,1749,1065,2068
993:654,84,29,361,58,1102,354,616,138,76
998:17,84,302,616,654,138,58,1102,564,76
1000:17,58,29,84,1102,8,354,70,542,301
1007:17,654,29,84,6,1102,8,138,285,736
1027:168,1400,10267,661,9417,2318,7711,760,9874,801
1028:17,302,58,518,616,29,354,301,736,138
1044:84,17,40886,302,654,616,1874,9401,30013,8
1045:17,58,84,1102,8,354,650,542,301,6
1049:15598,46663,28261,40,101626,1069,18148,22955,27501,110300
1068:8928,13853,73569,1256,10426,60140,19514,50681,6315,33762
1069:654,84,29,1187,1102,301,736,138,8,875
1070:17,58,84,616,1102,518,354,650,6,542
1082:84,1102,650,138,866,301,101,518,6,285
1083:1034,45686,62335,3888,13829,75042,87395,4757,71491,53428
1088:17,8,84,616,16505,302,31515,564,13337,15383
1094:58,616,29,736,301,899,70,6,285,1119
1116:302,654,84,58,29,76,361,616,866,301
1121:99297,70332,6715,49276,20884,82413,25432,40878,4913,16476
1125:84,302,654,58,616,1102,138,29,736,650
1127:17,616,542,302,245,8,45419,654,58,84
1132:17,58,302,654,650,76,327,8,861,542
1133:354,1102,8,650,76,301,736,518,101,899
1140:302,58,616,29,84,1102,542,8,138,239
1141:9594,4671,7468,14259,5512,74982,75835,88876,7392,7622
1148:99417,99113,44600,12670,641,92056,110419,87862,72343,89979
1153:17,1102,654,616,58,29,138,518,354,736
1163:1097
1166:33639,6127,353,18239,17,4268,5117,131,1410,774
1172:17,616,302,58,76,654,327,8,1287,81
1192:17,302,58,1102,29,616,8,138,301,650
1204:447,3632,61,302,654,58,17,322,29,616
1208:395,302,8946,1550,58,654,24400,29,17,861
1209:840,168,463,661,8860,719,1326,2140,5738,2685
1234:2103,1400,2632,574,4877,3153,8860,463,16381,984
1236:3196,5111,2055,54784,32798,10997,440,10230,24625,14718
1245:1187,2162,302,84,875,654,354,736,301,58
1263:302,17,58,84,1102,650,285,322,861,542
1267:13293,41831,114483,52283,32659,1204,16926,69014,46721,20624
1269:3107,4755,2880,5624,23191,8848,1352,189,7859,7831
1288:1017,67016,73561,94291,109663,114791,122173,34083,35152,87841
1295:616,736,301,518,101,6,76,542,861,866
1296:17,654,58,29,84,650,1102,354,76,8
1302:17,616,302,654,29,650,76,285,1196,84
1305:302,17,84,58,29,8,354,650,138,736
1342:84,518,17,1102,22441,6212,72675,39096,302,616
1382:17,84,1102,327,5112,8,2200,1119,899,302
1389:75115,61636,40853,4245,56417,33995,36171,85140,95032,15025
1391:26376,104871,89015,38549,121315,66418,26434,3334,82242,82510
1397:2379,140,1749,81,8283,7211,3819,3718,16680,2204
1402:302,58,616,84,354,1102,650,138,301,8
1405:24722,96890,92558,4697
1407:9232,53829,64169,68173,73072,87792,101994,104170,109319,109860
1408:17,84,518,6400,302,564,1102,616,654,58
1409:354,616,8,138,101,70,899,285,6,564
1412:17,1462,302,67693,109407,19007,46909,654,70,84
1413:736,6,285,289,101,239,162,542,861,322
1418:654,138,736,650,289,76,285,542,564,899
1419:4755,3172,23191,4825,7880,8848,6434,1712,7831,5624
1420:302,654,354,1187,29,8,736,58,616,70
1427:17,29,84,354,1102,8,736,301,564,518
1430:24893,49420,63341,79080,85708,17443,58,36264,42604,66638
1431:654,58,84,616,1102,354,650,8,285,138
1435:302,616,58,84,29,1102,354,301,138,289
1437:2069,9043,698,2312,3847,986,650,226,76,70
1441:6559,80319,25679,52711,67843,111336,95475,17956,23529,77710
1447:17,70,873,616,8,2200,5567,302,2121,1119
1448:42095,8153,33176,44862,23365,13895,44479,8077,46690,68952
1457:4013,49683,50248,28104,10581,24720,39649,50458,76293,15836
1458:17,302,616,58,84,15,736,101,1102,650
1469:302,58,616,84,1102,354,138,301,736,76
1477:48,899,17,1187,736,84,327,1119,947,6450
1486:8783,5357,1651,168,6117,10692,984,4146,719,8860
1490:866,17,9594,254,354,302,76,4671,654,7468
1491:302,654,58,616,84,1102,650,354,736,138
1500:2714,302,58,84,3207,29,354,1102,518,138
1503:654,58,8,616,354,650,736,301,76,289
1517:95964,80218,95331,27097,111233,80984,87930,88139,41257,113231
1518:3107,1527,4755,2880,80448,7315,14636,48343,28620,59671
1535:302,654,58,84,650,236,29,1102,736,138
1551:616,650,354,8,736,518,70,542,866,162
1552:29723,19245,15294,10906,54372,89980,8892,9095,13992,110189
1553:616,17,542,58,518,3795,861,654,302,13357
1559:302,654,616,29,84,354,1102,650,6,289
1560:17,58,302,518,84,29,15,564,1102,301
1561:17,616,58,542,84,29,518,76,1102,409
1562:654,29,1102,616,138,650,8,736,70,289
1569:986,61052,69468,3756,92586,2379,34595,3718,22823,34829
1570:27705,17123,7905,22885,6773,101991,20581,43893,23921,101672
1588:80185,91208,97112,46420,50311,10092,53,41429,109588,64442
1589:654,84,58,354,616,1102,650,42489,138,8
1591:69776,62108
1601:9019,14944,5148,61040,74087,122510,55521,6590,27600,76428
1602:17,875,1119,1744,2268,354,84,774,302,3521
1629:17,616,8,1410,518,327,302,15,58,654
1634:9662,80190,10783,8337,28136,83050,13782,39464,111449,121578
1642:302,654,58,1102,8,354,301,138,518,650
1653:17,8,101,58,616,84,654,302,1102,736
1654:302,29,84,1102,650,8,138,101,322,70
1655:654,8,29,354,650,138,736,289,76,542
1668:616,29,84,650,1102,354,301,8,138,76
1681:17,29,84,58,866,616,1102,138,650,736
1703:1119,84,302,6450,654,354,736,1102,58,301
1721:34700,119968,42441,60527,15334,9154,75735,118780,10991,26135
1727:5315,58230,182,217,15888,17,650,302,81,1245
1728:302,58,84,354,1102,616,301,138,650,866
1745:17,245,40364,327,1410,302,899,84,8,616
1746:44176,33821,2322,7619,81758,60938,67547,30624,71832,85991
1751:206,25026,40315,32771,24428,75656,24351,76859,3808,67519
1756:1733,7535,71222,110669,1102,45561,8,65302,104540,119728
1758:616,17,302,650,58,654,76,736,394,6
1761:25716,23824,42190,19433,30210,94836,45169,70173,103292,119401
1767:1187,84,58,354,1102,875,616,138,736,301
1779:1674,93097,93631,103533,37843,86913,56748,65741,67185,17395
1780:13960,88524,67574,3041,48208,1675,49329,102096,64,72271
1783:58,302,17,29,736,84,861,1102,650,6
1787:616,29,354,518,138,301,736,101,76,289
1788:2241,2379,140,2967,1888,29732,18777,1884,14906,2204
1794:17,616,654,58,15,302,29,245,101,301
1796:654,84,29,8,650,1102,361,301,138,285
1803:17,302,654,58,616,84,29,301,76,138
1820:23191,2880,1352,10041,189,7457,6434,5624,7831,20806
1821:1009,47333,40167,3468,27278,3131,518,4268,101,20613
1822:17,616,302,58,654,29,8,736,84,301
1823:17,84,6,650,138,354,289,736,285,301
1840:616,354,650,736,301,542,564,70,861,239
1841:984,463,8860,3211,801,1400,7838,2318,7994,2103
1842:17,302,58,616,84,29,1102,354,8,518
1850:8,654,17,84,302,58,616,1102,29,16603
1853:866,54105,26867,13791,40053,15283,12447,17,76,254
1854:654,302,17,8,84,1102,542,650,861,138
1862:302,1102,616,301,736,650,138,361,285,6
1880:875,4420,1119,17,6945,2935,84,947,354,736
1883:302,654,58,8,1102,29,518,138,650,354
1890:3448,7795,302,4756,654,776,14750,4203,84,19540
1891:302,654,58,43505,17,54603,29,29195,98204,7896
1893:302,616,654,58,84,29,1102,861,101,6
1894:654,58,616,29,84,70,138,354,736,564
1911:29727,53100,4016,78658,13392,13581,29000,22420,741,5466
1912:17,138,226,8,1462,302,650,224,654,361
1913:66665,5662,18062,16819,2624,100800,31112,6506,97557,85479
1930:5111,197,5627,7160,27094,33763,13995,465,6754,13049
1932:5097,3568,890,4743,3041,64,79883,106225,37860,18425
1950:301,361,542,861,162,15,224,363,394,554
1951:1360,59310,87557,98617,122274,56527,58630,22292,23464,62957
1952:17,616,84,1102,162,6,76,285,239,301
2005:302,1102,29,650,518,542,354,101,76,301
2017:123006,101380,107733,44039,58208,11246,47586,23213,13894,26739
2025:10075,17064,33660,10007,5415,15837,56724,91615,41450,36419
2030:3374,22689,3423,550,2241,7211,3498,17339,8511,13544
2034:6186,22904,57937,58219,104789,43115,26838,88494,106783,40132
2038:12222,74977,62981,9929,29660,88527,106150,46978,65121,72441
2046:27296,91537,11199,10492,13889,93654,111815,38488,75233,14117
2058:12597,17944,121818,48197,88234,43327,71705,84615,105988,83082
2068:17,245,616,654,302,2030,8,542,58,15
2070:13580,54155,71222,110669,84,17664,41050,57686,80186,97606
2071:302,58,616,518,354,650,70,101,736,1462
2072:1102,302,2162,654,875,354,518,1119,736,58
2074:10180,603,82704,5975,533,27443,26003,2510,54442,4671
2075:302,654,84,8,1102,301,101,650,138,736
2076:
2077:17,654,1102,29,616,138,58,736,518,650
2080:17,654,58,84,29,1102,650,518,861,6
2085:16625,89092,31517,24958,24041,80526,106517,17,3505,61138
2097:84,302,616,654,58,1102,564,29,354,736
2112:5480,866,984,1400,2153,17,463,661,8860,5738
2115:17,8,866,84,3233,302,616,654,65,58
2116:1187,2162,17,875,1119,302,654,84,8,58
2123:17,48,899,654,1102,29,58,138,8,616
2135:17,3423,780,650,226,616,302,76,500,564
2141:65080,41420,31978,4844,77849,109634,27673,48087,33163,9121
2147:12673,10987,109031,728,42335,35619,23833,6059,12462,17030
2154:5480,463,8860,2103,719,661,7711,2685,1528,2318
2160:17,302,29,84,361,650,1102,8,138,861
2162:7118,58298,109940,83245,719,661,5480,463,1400,10267
2170:58,17,302,29,542,650,564,8,84,6
2177:17917,14500,54962,6392,84388,49803,46155,59341,6114,85585
2184:14965,58,32619,616,84,16996,1102,6,354,650
2185:29798,11556,25068,17,21044,31651,30348,53856,38122,731
2187:
2211:44173,62500,82813,101523,14793,5111,13049,27070,197,8069
2223:31711,11469,4237,11470,5812,14435,23454,39616,5614,17403
2243:5122,17,441,70,3618,327,245,13,3506,119
2244:616,17,302,58,654,84,8,1102,564,101
2247:11447,12575,40390,20628,3249,24968,27293,3657,11209,302
2250:49715,71709,22792,17035,45121,82522,99751,122116,62551,89865
2253:2204,986,3718,2241,8283,13544,2967,3819,16680,1884
2260:
2261:302,654,1102,354,899,616,58,29,48,76
2262:96
2290:29,1102,650,138,301,518,285,542,6,162
2291:17,616,29,84,1102,76,301,736,285,6
2293:939,19925,5010,3535,36227,4613,60987,25138,84,32906
2301:65970,78089,82540,83587,85441,110025,94232,97413,101819,103684
2302:16229,33882,39395,70923,15642,1524,64614,103752,98258,63084
2304:5480,9874,719,463,984,10267,1528,661,1400,9417
2318:654,84,29,1102,736,101,76,289,564,15
2325:899,84,302,875,48,8,1187,654,1102,354
2335:17,302,654,616,84,29,736,8,289,1102
2343:28533,6002,21567,73935,106917,26523,50020,67459,53364,26302
2346:70,81,17,986,76,1462,138,354,1884,654
2347:2186,100785,7728,109758,78503,90201,24792,100001,94795,95841
2348:302,1888,17,654,58,13544,616,84,650,2967
2362:
2363:302,17,616,29,650,84,1102,354,301,6
2364:302,616,29,84,650,354,1102,101,301,138
2369:37386,5598,14964,11644,8209,3180,4126,3829,24211,9388
2373:84,17,1102,302,616,138,654,354,58,736
2381:302,29,58,654,616,17,239,363,726,84
2382:12776,15486,59383,67998,45118,75041,2966,119,17,11492
2384:4420,6945,1119,17,2935,947,4299,25921,84,354
2385:302,17,58,29,616,84,1102,354,138,6
2392:2703
2393:17,84,302,654,616,327,8,58,931,508
2394:84,302,654,616,1102,58,361,301,29,138
2395:17,616,84,1102,650,138,289,8,101,301
2399:10842,5522,47516,247,17,226,3672,7021,15598,45956
2405:17,58,302,654,8,542,650,15,101,518
2407:866,890,3568,10039,1730,18287,4743,18966,18425,15724
2408:302,654,84,58,29,354,1102,616,866,301
2419:44167,17224,36009,11132,45042,105420,13874,94097,28512,6619
2429:40846,41383,18820,9482,63236,80828,117166,57360,23434,64603
2447:29,84,1102,354,76,301,8,736,285,6
2452:12832,2282,24481,10127,95533,20575,25216,77590,35268,30791
2453:29657,71417,23740,50818,68631,110105,123316,2283,50572,4535
2454:3107,1527,2880,1352,6434,5624,8848,189,7880,23191
2456:17,29,58,616,84,76,1102,736,354,650
2461:29,138,736,518,301,542,6,101,289,162
2464:654,354,58,8,616,736,301,650,76,48
2465:58,84,1102,354,616,301,650,138,866,8
2469:302,58,29,616,84,354,1102,8,76,650
2489:168,719,801,984,76917,9074,463,1528,1400,8860
2491:2319
2499:92989,103105,1097,13523,73474,27738,33330,58941,15250,7083
2500:654,361,7334,84,29,4671,354,58,76,1102
2501:22827,21494,9741,56559,6691,3169,6278,775,19687,37780
2505:17,654,58,616,84,29,1102,518,289,650
2510:40898,30139,3650,23902,30152,119926,3683,55379,78362,66889
2515:37186,12361,17,45221,59271,71742,650,302,564,654
2518:5097,3568,890,4743,3928,10254,18425,4880,56946,5670
2520:17,84,302,616,654,58,101,542,650,354
2521:302,654,84,8,354,1102,58,616,29,1462
2524:302,654,17,58,616,1102,84,354,138,650
2536:17,302,542,84,8,285,76,1102,6,564
2541:302,654,58,84,899,29,48,354,736,301
2547:27535,67346,15975,17,1245,23503,302,650,654,29
2553:9134,29263,37961,31397,50469,18939,8960,36848,44578,8895
2558:661,10267,1528,5557,2685,2642,2888,2318,2153,7180
2560:84,58,616,29,1102,354,301,76,736,289
2563:302,58,654,84,29,1102,650,861,101,138
2573:58,616,29,84,1102,354,76,8,736,138
2591:616,302,58,17,654,861,29,238,162,45
2596:5343,9906,30301,44632,31938,18851,19233,6511,21929,2615
2597:3423,780,2241,3137,262,5767,986,1884,226,500
2601:7334,36266,1077,7468,37012,7088,83175,14259,37249,8867
2604:12332,8167,26342,3477,23528,5693,45095,37042,14841,12734
2611:1119,302,84,654,354,899,931,1187,1102,736
2612:17,58,302,654,861,542,15,29,84,518
2615:29,84,8,650,1102,354,138,301,518,6
2625:2714,2403,1827,3207,1524,774,38943,64391,3506,970
2626:302,84,616,354,301,518,138,736,285,6
2634:42194,25082,77334,18477,37151,69473,72608,108869,71850,83929
2636:654,29,84,58,354,616,1102,650,138,736
2639:26621,35688,50744,72710,89595,115669,7182,41626,71443,81729
2650:33609,97607,90235,17731,13766,75058,14600,86115,23102,10451
2661:8020,69252,33790,80081,83649,84007,93018,94661,96152,115785
2663:59567,23348,908,17,899,931,84,2583,1099,70785
2666:616,58,17,302,654,29,6,542,650,861
2676:12821,73218,10279,94649,95375,72568,18068,19531,5490,30528
2689:17,302,654,58,616,162,29,542,650,285
2693:790,3419,118736,21813,10408,42901,10567,120178,25062,55776
2708:17,654,302,84,8,616,58,736,301,650
2709:15676,245,119,29732,2140,14906,131,17,1410,2955
2713:1951,8,185,17,84,245,616,101,1102,289
2715:984,1400,760,2153,10267,801,9874,2685,2642,2318
2716:16542,56430,76547,99299,5381,74135,67420,28712,52469,88861
2727:29,58,84,616,1102,354,301,650,138,736
2730:17,654,616,2162,84,58,875,736,29,650
2731:29,84,616,354,1102,650,8,736,301,76
2734:4017,10749,20090,8981,97618,115266,18113,5433,61231,120554
2735:1527,8848,3107,3172,12990,1712,4825,3328,7880,32031
2737:33585,38152,40488,17,654,138,70,1550,301,84
2745:17,354,302,654,254,8427,76,29,138,84
2746:27209,24118,5595,22338,16151,4158,32863,13137,38773,35685
2748:42057,113729,32514,43178,19923,19872,32274,17582,7320,4908
2756:302,654,616,58,84,650,29,1102,8,301
2760:29,84,1102,138,650,301,76,736,8,6
2776:8178
2799:4189,9043,62976,8928,13060,39328,21474,4513,10163,6315
2802:110317,11436,20791,64672,32162,48964,79262,27163,34914,36693
2803:2595,2074,88529,94755,97817,11718,33572,19829,14237,670
2804:224,17,354,1245,654,650,302,138,301,104619
2805:79592,23495,58156,89646,20237,119435,65176,4348,82914,108691
2812:302,654,8,29,354,736,650,138,301,289
2815:30976,12136,3438,8252,10597,27295,984,66755,44088,85234
2827:8964,17390,13510,62155,7059,132,19691,64982,67110,2428
2831:654,84,58,29,354,138,8,301,76,736
2846:302,654,616,84,29,518,1102,101,650,354
2848:17,654,616,29,650,84,8,289,1102,6
2853:18850,83814,68624,86461,25669,34823,38736,84210,15971,89994
2854:35144,189,6945,1119,84,1527,302,3107,14370,654
2857:4797,37464,601,7193,66025,67034,100747,13769,109082,109472
2858:17,29,84,1102,354,650,736,6,101,289
2861:76253,34070,68246,24275,58411,79756,18183,68210,73679,80073
2871:189,1527,4755,3107,13660,2880,7457,10041,2715,1712
2907:302,654,84,58,354,1102,138,616,301,650
2912:11563,45956,27241,17990,8321,11390,48741,17567,1007,5545
2914:17,302,58,654,1102,8,736,650,29,518
2924:2028,24652,3473,68829,120359,21324,50769,1002,52621,18669
2925:12165,38729,7851,55481,54442,41508,10999,57293,79576,106900
2947:2741,8643,46125,66050,66993,18970,24301,5875,101699,108276
2951:2745,51550,99399,7803,12712,1184,11919,90287,1879,109448
2959:78171,53495,97301,109367,45012,225,15755,121279,114263,25448
2960:418,8579,17,8151,899,1187,84,891,8,48
2963:17,616,564,84,58,654,302,8,1102,861
2965:29174,39796,46210,57034,57868,106585,86872,92012,21789,64461
2967:4991,302,5150,5726,654,22801,28166,616,3643,2715
2970:186,9879,22713,10178,46421,616,11408,36743,68239,17717
2977:2433,14685,3915,3039,6552,1455,378,4261,38898,2679
2981:29,84,1102,650,8,301,285,736,76,289
2989:48,1187,17,2162,4586,875,302,22920,84,650
2990:22420,29000,13581,57558,68489,16717,19943,53100,29727,77921
3002:1247
3004:8860,168,463,1400,801,984,7711,9874,2833,574
3011:44919,48934,120511,52257,52389,115356,55993,2807,60955,61169
3013:3107,1527,2510,4755,2880,4889,10041,9054,7457,14268
3037:42168
3038:247,50306,16016,69606,37869,10492,7021,17567,7397,100119
3044:302,654,58,84,616,29,650,354,8,1102
3070:10692,8783,4146,6117,8129,2354,26437,684,2528,48431
3081:28651,17,40757,42534,73489,84077,30221,54538,354,112628
3100:302,616,29,84,354,1102,736,650,76,8
3102:984,4220,574,1400,18240,135,7711,8733,14226,2642
3105:418,17,58,654,302,861,354,650,84,29
3107:2379,2967,140,70,7211,3718,2204,76,13544,2241
3110:16763,1842,40850,35716,49966,65834,13039,56411,21090,14181
3111:302,654,58,616,9180,84,22686,1098,29,650
3113:13832,42785,17883,19789,28814,70833,15645,73308,29493,115942
3121:8,361,70,899,101,6,564,322,542,861
3125:17,302,654,354,84,70,58,1102,616,29
3126:891
3129:302,616,29,84,8,1102,354,542,289,736
3139:361,17,302,354,654,29,84,9739,76,254
3144:22215,38046,68700,16746,15931,22036,5480,41767,39551,87667
3152:1606,2669,4364,17,429,616,262,10308,787,4802
3166:
3167:1538,76,100820,122808,1730,564,5398,40488,2068,361
3169:55604,24836,21632,302,84,654,8,616,58,301
3170:5553,17,564,76,650,568,8,70,378,518
3172:7769,48214,120911,8925,47133,12089,4131,17146,21645,55342
3176:58,616,84,650,354,1102,138,76,301,70
3183:10692,4146,8783,1651,28389,17,6901,4093,654,59009
3184:8935,108727,111704,53060,14452,68413,79612,26139,118789,38311
3193:58,8,354,138,6,518,285,76,289,394
3195:908,17,1641,72369,108893,84,57336,899,69949,118805
3220:84,616,1102,650,138,736,866,8,76,361
3229:9396,53452,102919,33118,17706,42170,39433,34471,37656,31460
3234:1102,302,654,518,354,58,616,29,138,301
3237:110318,54099,41101,28760,58923,22678,102041,77678,9915,113362
3238:17,1190,65,4364,2200,119,2583,889,6793,32
3239:17,29,58,84,616,1102,354,650,138,6
3246:603,533,11681,13341,1931,17835,51099,5319,7268,15718
3258:17,654,58,84,8,29,1102,138,650,542
3263:302,780,17,3423,58,3223,654,616,226,29
3264:
3277:168,10267,6387,1528,5480,2318,984,760,1400,463
3279:17,361,302,654,616,564,58,84,354,650
3295:1730,5097,5812,3568,890,4743,64307,12180,62168,79454
3305:805,102846,56154,5726,57774,22801,28166,33223,18892,4979
3306:1651,9557,31739,6901,48431,8927,28389,10692,27747,6117
3308:65,889,2200,17,32,511,388,616,6793,873
3309:302,616,29,84,650,285,518,861,354,736
3319:3003
3320:3196,31585,6754,13995,10541,12565,14793,7160,3370,17380
3328:29,58,616,84,354,1102,138,650,301,736
3329:12090,429,40217,67821,71654,13400,55262,22529,26360,31978
3335:654,58,84,616,1102,354,650,6,301,138
3346:245,1262,3521,83378,17,787,2030,14960,327,119
3352:17,354,654,616,302,58,736,84,29,76
3353:16624,16385,108422,67872,12455,32850,27811,33952,11588,552
3360:302,84,654,22393,899,354,138,1102,29,8
3374:23631,37780,9741,9964,64730,56046,775,6278,52319,114359
